C2324,4,0,CHANDIGARH,Urban,Rentier,77,53,24,10,9,1,10,5,5,0,0,0,34,28,6,3,2,1,1,1,0,11,4,7,8,4,4
C2324,4,0,CHANDIGARH,Urban,Beggar _Vagrants_etc.,33,28,5,6,6,0,1,0,1,1,1,0,16,16,0,3,1,2,2,2,0,2,2,0,2,0,2
C2324,4,0,CHANDIGARH,Urban,Others,530,341,189,50,27,23,54,20,34,34,19,15,155,107,48,42,32,10,51,41,10,87,51,36,57,44,13
C2324,5,0,UTTARAKHAND,Total,Total,120384,57919,62465,18528,7605,10923,21943,8748,13195,7507,3609,3898,23537,12502,11035,9056,5210,3846,5183,3038,2145,18254,8640,9614,16376,8567,7809
C2324,5,0,UTTARAKHAND,Total,Student,31844,18040,13804,4502,2519,1983,7141,3724,3417,2855,1679,1176,5084,3100,1984,2051,1191,860,506,307,199,7652,4301,3351,2053,1219,834
C2324,5,0,UTTARAKHAND,Total,Household_duties,16826,1229,15597,2986,154,2832,4021,192,3829,1364,92,1272,3191,297,2894,820,107,713,473,70,403,2946,161,2785,1025,156,869
C2324,5,0,UTTARAKHAND,Total,Dependent,53664,27676,25988,7707,3182,4525,7608,3113,4495,2493,1344,1149,10281,5699,4582,5367,3361,2006,3524,2177,1347,5730,2983,2747,10954,5817,5137
C2324,5,0,UTTARAKHAND,Total,Pensioner,11730,6925,4805,2653,1351,1302,2360,1283,1077,391,252,139,3179,2157,1022,234,140,94,255,151,104,932,607,325,1726,984,742
C2324,5,0,UTTARAKHAND,Total,Rentier,224,137,87,33,14,19,39,19,20,18,12,6,64,45,19,13,6,7,11,9,2,20,17,3,26,15,11
C2324,5,0,UTTARAKHAND,Total,Beggar _Vagrants_etc.,551,385,166,59,49,10,23,18,5,18,15,3,189,131,58,42,30,12,40,27,13,119,75,44,61,40,21
C2324,5,0,UTTARAKHAND,Total,Others,5545,3527,2018,588,336,252,751,399,352,368,215,153,1549,1073,476,529,375,154,374,297,77,855,496,359,531,336,195
C2324,5,0,UTTARAKHAND,Rural,Total,84777,41448,43329,13205,5363,7842,14223,5893,8330,5124,2552,2572,17498,9335,8163,6375,3679,2696,3676,2240,1436,12156,5866,6290,12520,6520,6000
C2324,5,0,UTTARAKHAND,Rural,Student,21347,12182,9165,2626,1466,1160,4391,2318,2073,2028,1206,822,3770,2313,1457,1564,900,664,354,209,145,5176,2894,2282,1438,876,562
C2324,5,0,UTTARAKHAND,Rural,Household_duties,10087,943,9144,1811,118,1693,2080,151,1929,833,71,762,2132,241,1891,537,90,447,322,49,273,1655,105,1550,717,118,599
C2324,5,0,UTTARAKHAND,Rural,Dependent,39729,20279,19450,6025,2399,3626,5379,2201,3178,1737,945,792,7806,4235,3571,3723,2324,1399,2505,1627,878,4081,2105,1976,8473,4443,4030
C2324,5,0,UTTARAKHAND,Rural,Pensioner,9776,5600,4176,2300,1135,1165,1911,995,916,292,180,112,2657,1764,893,196,116,80,209,122,87,699,445,254,1512,843,669
C2324,5,0,UTTARAKHAND,Rural,Rentier,83,48,35,14,6,8,12,5,7,7,5,2,20,12,8,6,2,4,2,2,0,11,9,2,11,7,4
C2324,5,0,UTTARAKHAND,Rural,Beggar _Vagrants_etc.,183,122,61,30,23,7,4,2,2,10,8,2,52,31,21,22,15,7,24,17,7,22,14,8,19,12,7
C2324,5,0,UTTARAKHAND,Rural,Others,3572,2274,1298,399,216,183,446,221,225,217,137,80,1061,739,322,327,232,95,260,214,46,512,294,218,350,221,129
C2324,5,0,UTTARAKHAND,Urban,Total,35607,16471,19136,5323,2242,3081,7720,2855,4865,2383,1057,1326,6039,3167,2872,2681,1531,1150,1507,798,709,6098,2774,3324,3856,2047,1809
C2324,5,0,UTTARAKHAND,Urban,Student,10497,5858,4639,1876,1053,823,2750,1406,1344,827,473,354,1314,787,527,487,291,196,152,98,54,2476,1407,1069,615,343,272
C2324,5,0,UTTARAKHAND,Urban,Household_duties,6739,286,6453,1175,36,1139,1941,41,1900,531,21,510,1059,56,1003,283,17,266,151,21,130,1291,56,1235,308,38,270
C2324,5,0,UTTARAKHAND,Urban,Dependent,13935,7397,6538,1682,783,899,2229,912,1317,756,399,357,2475,1464,1011,1644,1037,607,1019,550,469,1649,878,771,2481,1374,1107
C2324,5,0,UTTARAKHAND,Urban,Pensioner,1954,1325,629,353,216,137,449,288,161,99,72,27,522,393,129,38,24,14,46,29,17,233,162,71,214,141,73
C2324,5,0,UTTARAKHAND,Urban,Rentier,141,89,52,19,8,11,27,14,13,11,7,4,44,33,11,7,4,3,9,7,2,9,8,1,15,8,7
C2324,5,0,UTTARAKHAND,Urban,Beggar _Vagrants_etc.,368,263,105,29,26,3,19,16,3,8,7,1,137,100,37,20,15,5,16,10,6,97,61,36,42,28,14
C2324,5,0,UTTARAKHAND,Urban,Others,1973,1253,720,189,120,69,305,178,127,151,78,73,488,334,154,202,143,59,114,83,31,343,202,141,181,115,66
C2324,6,0,HARYANA,Total,Total,375774,179708,196066,57072,23486,33586,76349,31519,44830,15060,7885,7175,76492,39412,37080,24546,14820,9726,13392,7980,5412,71959,31894,40065,40904,22712,18192
C2324,6,0,HARYANA,Total,Student,93410,55216,38194,12097,6792,5305,24818,13841,10977,5644,3633,2011,12850,8450,4400,5456,3421,2035,1535,955,580,26157,14971,11186,4853,3153,1700
C2324,6,0,HARYANA,Total,Household_duties,68842,3778,65064,10892,436,10456,16681,751,15930,2885,207,2678,14285,762,13523,2963,363,2600,1696,197,1499,16138,725,15413,3302,337,2965
C2324,6,0,HARYANA,Total,Dependent,140622,80292,60330,18710,8850,9860,22892,10934,11958,4776,2980,1796,28876,17591,11285,13690,9357,4333,8276,5588,2688,19738,10784,8954,23664,14208,9456
C2324,6,0,HARYANA,Total,Pensioner,52933,28296,24637,13100,6233,6867,9022,4553,4469,1057,641,416,14088,8286,5802,1192,735,457,1020,583,437,5791,3218,2573,7663,4047,3616
C2324,6,0,HARYANA,Total,Rentier,661,448,213,106,73,33,91,43,48,30,18,12,229,173,56,27,23,4,31,22,9,88,60,28,59,36,23
C2324,6,0,HARYANA,Total,Beggar _Vagrants_etc.,825,606,219,88,68,20,57,39,18,27,20,7,288,218,70,53,46,7,40,34,6,122,90,32,150,91,59
C2324,6,0,HARYANA,Total,Others,18481,11072,7409,2079,1034,1045,2788,1358,1430,641,386,255,5876,3932,1944,1165,875,290,794,601,193,3925,2046,1879,1213,840,373
